Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month Name,Profit Margin
CA-2017-160983,09-01-2018,31-10-2017,Second Class,GB-14530,George Bell,Auburn,New York,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,8.00,0.00,22.54,2018,January,0.48
US-2016-114622,10-01-2018,12-04-2016,First Class,JR-16210,Justin Ritter,Springfield,Ohio,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.90,2.00,0.70,-6.53,2018,January,-0.733333333
CA-2017-150959,11-01-2018,13-11-2017,First Class,TD-20995,Tamara Dahlen,Garland,Texas,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5.00,0.20,3.39,2018,January,0.325
CA-2017-132353,12-01-2018,17-09-2017,First Class,DB-13060,Dave Brooks,Chicago,Illinois,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.98,3.00,0.20,20.25,2018,January,0.0625
CA-2016-130477,13-01-2018,12-04-2016,Standard Class,LC-17140,Logan Currie,Los Angeles,California,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3.00,0.00,9.62,2018,January,0.48
CA-2017-143259,14-01-2018,03-01-2018,Standard Class,PO-18865,Patrick O'Donnell,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.14,4.00,0.20,12.12,2018,January,0.0375
CA-2017-137596,15-01-2018,07-09-2017,Standard Class,BE-11335,Bill Eplett,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.80,4.00,0.00,323.95,2018,January,0.27
CA-2015-133627,16-01-2018,07-06-2015,Standard Class,SC-20050,Sample Company A,Norwich,Connecticut,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.20,6.00,0.00,9.10,2018,January,0.41
CA-2017-102519,17-01-2018,29-11-2017,First Class,BM-11650,Brian Moss,Milwaukee,Wisconsin,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1.00,0.00,19.25,2018,January,0.41
US-2014-141215,18-01-2018,21-06-2014,Standard Class,KL-16555,Kelly Lampkin,San Antonio,Texas,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.92,2.00,0.30,-18.56,2018,January,-0.185714286
CA-2016-165218,19-01-2018,11-03-2016,Standard Class,RW-19630,Rob Williams,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.35,3.00,0.20,50.41,2018,January,0.3375
CA-2014-138296,20-01-2018,12-12-2014,Standard Class,RC-19825,Roy Collins,Alexandria,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2.00,0.00,6.88,2018,January,0.28
CA-2015-111164,21-01-2018,15-04-2015,Standard Class,SE-20110,Sanjit Engle,New York City,New York,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3.00,0.00,34.91,2018,January,0.41
CA-2016-149797,22-01-2018,20-09-2016,Standard Class,AH-10075,Adam Hart,New York City,New York,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.57,2.00,0.20,294.55,2018,January,0.35
CA-2014-132962,23-01-2018,16-09-2014,First Class,JM-15535,Jessica Myrick,Philadelphia,Pennsylvania,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.55,3.00,0.20,5.44,2018,January,0.35
CA-2015-115091,24-01-2018,09-10-2015,Standard Class,JJ-15760,Joel Jenkins,Springfield,Virginia,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.20,4.00,0.00,12.94,2018,January,0.28
CA-2017-144932,25-01-2018,17-04-2017,First Class,AB-10165,Alan Barnes,Toledo,Ohio,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.59,3.00,0.20,2.55,2018,January,0.175
CA-2017-114216,26-01-2018,06-09-2017,Standard Class,RK-19300,Ralph Kennedy,Philadelphia,Pennsylvania,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.19,3.00,0.20,4.11,2018,January,0.3375
CA-2016-140081,27-01-2018,24-06-2016,Standard Class,CG-12040,Catherine Glotzbach,Philadelphia,Pennsylvania,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.06,8.00,0.20,15.21,2018,January,0.3375
US-2017-111745,28-01-2018,06-11-2017,First Class,RA-19885,Ruben Ausman,Farmington,New Mexico,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,1.00,0.00,54.40,2018,January,0.34
CA-2015-148250,29-01-2018,17-12-2015,Standard Class,RP-19270,Rachel Payne,Riverside,California,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,2.00,0.00,6.22,2018,January,0.48
CA-2016-105760,30-01-2018,20-06-2016,First Class,KC-16255,Karen Carlisle,San Francisco,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2.00,0.00,8.05,2018,January,0.47
CA-2016-142958,31-01-2018,20-12-2016,Standard Class,RW-19630,Rob Williams,Torrance,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.10,2.00,0.20,2.21,2018,January,0.3625
CA-2015-120880,01-02-2018,03-06-2015,Standard Class,JL-15850,John Lucas,Seattle,Washington,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,32.40,5.00,0.00,15.55,2018,February,0.48
US-2015-140200,02-02-2018,28-07-2015,First Class,CA-12775,Cynthia Arntzen,Mesa,Arizona,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.17,3.00,0.50,-204.45,2018,February,-0.52
US-2017-110576,03-02-2018,02-12-2017,Standard Class,RB-19795,Ross Baird,Philadelphia,Pennsylvania,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.49,7.00,0.20,-12.91,2018,February,-0.025
CA-2017-131156,04-02-2018,07-04-2017,Standard Class,KH-16360,Katherine Hughes,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.47,4.00,0.20,7.64,2018,February,0.3
CA-2017-136539,05-02-2018,01-01-2018,Standard Class,GH-14665,Greg Hansen,Round Rock,Texas,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2.00,0.20,2.72,2018,February,0.1
CA-2017-119305,06-02-2018,04-12-2017,Standard Class,SW-20275,Scott Williamson,Jackson,Mississippi,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.80,5.00,0.00,43.45,2018,February,0.25
CA-2017-102414,07-02-2018,18-05-2017,Second Class,JA-15970,Joseph Airdo,Phoenix,Arizona,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.59,1.00,0.20,2.59,2018,February,0.0875
CA-2015-112571,08-02-2018,22-09-2015,Same Day,DL-12925,Daniel Lacy,Oceanside,California,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.60,2.00,0.00,53.20,2018,February,0.26
CA-2017-152142,09-02-2018,19-11-2017,Standard Class,LW-16990,Lindsay Williams,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2.00,0.20,28.14,2018,February,0.0875
CA-2015-160059,10-02-2018,01-12-2015,Standard Class,TB-21190,Thomas Brumley,Fayetteville,Arkansas,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2.00,0.00,3.06,2018,February,0.49
CA-2016-120859,11-02-2018,04-09-2016,First Class,CV-12805,Cynthia Voltz,San Francisco,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2.00,0.00,10.94,2018,February,0.5
CA-2014-127488,12-02-2018,24-09-2014,Second Class,MS-17365,Maribeth Schnelling,Boca Raton,Florida,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.61,2.00,0.20,1.67,2018,February,0.3625
CA-2017-135279,13-02-2018,11-04-2017,First Class,BS-11800,Bryan Spruell,New York City,New York,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2.00,0.00,4.81,2018,February,0.49
CA-2014-115791,14-02-2018,18-01-2014,Second Class,DL-13315,Delfina Latchford,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.10,6.00,0.20,28.60,2018,February,0.225
US-2017-103247,15-02-2018,08-10-2017,Second Class,PO-19195,Phillina Ober,New York City,New York,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7.00,0.00,3.22,2018,February,0.02
US-2017-100209,16-02-2018,15-07-2017,Standard Class,TD-20995,Tamara Dahlen,Portland,Oregon,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2.00,0.70,-0.79,2018,February,-0.733333333
CA-2017-159366,17-02-2018,10-01-2017,First Class,BW-11110,Bart Watters,Detroit,Michigan,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.98,2.00,0.10,680.00,2018,February,0.222222222
CA-2016-145499,18-02-2018,31-05-2016,First Class,RW-19690,Robert Waldorf,Wilmington,North Carolina,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.28,2.00,0.70,-2.63,2018,February,-0.8
CA-2015-157035,19-02-2018,12-12-2015,First Class,KB-16600,Ken Brennan,Columbus,Indiana,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3.00,0.00,16.67,2018,February,0.49
CA-2016-144939,20-02-2018,08-10-2016,Standard Class,EB-13870,Emily Burns,New York City,New York,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.29,6.00,0.10,93.22,2018,February,0.155555556
CA-2014-163419,21-02-2018,14-11-2014,Second Class,TZ-21580,Tracy Zic,Louisville,Colorado,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.39,1.00,0.20,0.81,2018,February,0.2375
CA-2017-100314,22-02-2018,05-10-2017,Standard Class,AS-10630,Ann Steele,Pasadena,Texas,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.97,2.00,0.20,2.59,2018,February,0.325
CA-2015-146829,23-02-2018,10-03-2015,Same Day,TS-21340,Toby Swindell,Houston,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.11,2.00,0.80,-1.89,2018,February,-1.7
CA-2017-167899,24-02-2018,26-05-2017,Standard Class,JG-15805,John Grady,Auburn,New York,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5.00,0.00,72.81,2018,February,0.14
CA-2015-153549,25-02-2018,31-03-2015,Second Class,SL-20155,Sara Luxemburg,Jacksonville,Florida,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5.00,0.20,131.28,2018,February,0.1125
CA-2016-110023,26-02-2018,11-09-2016,First Class,TS-21610,Troy Staebel,New York City,New York,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.62,2.00,0.20,5.48,2018,February,0.375
CA-2016-105585,27-02-2018,27-08-2016,First Class,RF-19735,Roland Fjeld,San Jose,California,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3.00,0.00,4.91,2018,February,0.48
CA-2014-117639,28-02-2018,25-05-2014,Standard Class,MW-18235,Mitch Willingham,Virginia Beach,Virginia,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7.00,0.00,1276.49,2018,February,0.47
CA-2015-162537,01-03-2018,03-11-2015,Standard Class,RD-19585,Rob Dowd,Henderson,Kentucky,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1.00,0.00,4.91,2018,March,0.46
CA-2016-155488,02-03-2018,17-11-2016,Standard Class,FM-14290,Frank Merwin,Vancouver,Washington,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2.00,0.00,11.45,2018,March,0.26
CA-2015-124891,03-03-2018,31-07-2015,Same Day,RH-19495,Rick Hansen,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7.00,0.00,762.18,2018,March,0.33
CA-2015-126445,04-03-2018,31-08-2015,Standard Class,RA-19945,Ryan Akin,Murrieta,California,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3.00,0.00,92.08,2018,March,0.19
CA-2015-111199,05-03-2018,17-11-2015,Standard Class,JK-15730,Joe Kamberova,Jacksonville,North Carolina,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.30,3.00,0.20,40.35,2018,March,0.35
CA-2015-105312,06-03-2018,09-11-2015,First Class,MT-17815,Meg Tillman,Scottsdale,Arizona,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3.00,0.20,2.48,2018,March,0.35
US-2017-106705,07-03-2018,01-01-2018,Standard Class,PO-18850,Patrick O'Brill,Burlington,Iowa,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5.00,0.00,20.59,2018,March,0.46
CA-2017-135034,08-03-2018,03-08-2017,First Class,AT-10735,Annie Thurman,Chicago,Illinois,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.98,2.00,0.20,6.00,2018,March,0.0625
CA-2014-158540,09-03-2018,26-11-2014,First Class,VG-21790,Vivek Gonzalez,San Diego,California,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4.00,0.00,27.31,2018,March,0.18
CA-2017-118437,10-03-2018,21-06-2017,Second Class,PF-19165,Philip Fox,Olympia,Washington,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3.00,0.00,46.58,2018,March,0.3
US-2015-126214,11-03-2018,24-12-2015,Second Class,JS-15880,John Stevenson,Seattle,Washington,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13.00,0.00,356.04,2018,March,0.22
CA-2015-133025,12-03-2018,19-09-2015,Second Class,MO-17800,Meg O'Connel,Los Angeles,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.40,5.00,0.00,15.55,2018,March,0.48
CA-2015-108665,13-03-2018,10-07-2015,Standard Class,KM-16225,Kalyca Meade,New York City,New York,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2.00,0.00,6.70,2018,March,0.48
CA-2015-124450,14-03-2018,03-05-2015,Standard Class,GT-14710,Greg Tran,Washington,District of Columbia,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3.00,0.00,8.87,2018,March,0.39
CA-2015-167269,15-03-2018,20-06-2015,Standard Class,PB-19150,Philip Brown,Philadelphia,Pennsylvania,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.21,2.00,0.20,2.17,2018,March,0.35
CA-2017-106964,16-03-2018,20-12-2017,First Class,HR-14770,Hallie Redmond,Los Angeles,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.81,2.00,0.20,4.28,2018,March,0.3625
CA-2016-126529,17-03-2018,13-01-2016,Second Class,DE-13255,Deanra Eno,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.55,3.00,0.20,5.44,2018,March,0.35
CA-2014-163552,18-03-2018,15-07-2014,Standard Class,LA-16780,Laura Armstrong,Hackensack,New Jersey,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.20,5.00,0.00,83.28,2018,March,0.47
CA-2016-109820,19-03-2018,22-11-2016,First Class,AG-10390,Allen Goldenen,Cincinnati,Ohio,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.70,3.00,0.20,5.10,2018,March,0.325
CA-2016-113061,20-03-2018,26-04-2016,Standard Class,EL-13735,Ed Ludwig,Jefferson City,Missouri,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2.00,0.00,8.66,2018,March,0.1
CA-2015-127418,21-03-2018,14-06-2015,First Class,JJ-15445,Jennifer Jackson,Los Angeles,California,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.62,3.00,0.20,13.73,2018,March,0.375
CA-2017-121818,22-03-2018,21-11-2017,First Class,JH-15430,Jennifer Halladay,Burlington,North Carolina,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.97,7.00,0.20,2.70,2018,March,0.1125
CA-2016-127670,23-03-2018,24-03-2016,Standard Class,RD-19660,Robert Dilbeck,Saint Peters,Missouri,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4.00,0.00,146.40,2018,March,0.21
CA-2016-102981,24-03-2018,09-09-2016,Second Class,MO-17500,Mary O'Rourke,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2.00,0.00,11.15,2018,March,0.35
CA-2017-115651,25-03-2018,12-07-2017,First Class,NS-18640,Noel Staavos,Chicago,Illinois,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5.00,0.20,2.98,2018,March,0.3375
CA-2017-152702,26-03-2018,16-10-2017,Standard Class,SN-20710,Steve Nguyen,Rockford,Illinois,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.60,14.00,0.30,-18.19,2018,March,-0.071428571
CA-2016-169103,27-03-2018,13-03-2016,Standard Class,ZC-21910,Zuschuss Carroll,Miami,Florida,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5.00,0.20,85.25,2018,March,0.0625
CA-2014-139192,28-03-2018,01-06-2014,Second Class,LC-16885,Lena Creighton,San Francisco,California,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.50,12.00,0.20,125.27,2018,March,0.1125
US-2015-153500,29-03-2018,05-07-2015,First Class,DG-13300,Deirdre Greer,Philadelphia,Pennsylvania,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46,2.00,0.20,-29.48,2018,March,-0.175
CA-2015-110667,30-03-2018,08-04-2015,Standard Class,NF-18595,Nicole Fjeld,New York City,New York,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2.00,0.00,4.35,2018,March,0.39
CA-2017-167150,31-03-2018,17-12-2017,Standard Class,BP-11185,Ben Peterman,San Diego,California,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.94,4.00,0.20,7.23,2018,March,0.3625
CA-2016-105284,01-04-2018,01-12-2016,Standard Class,MG-17650,Matthew Grinstein,Philadelphia,Pennsylvania,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.42,3.00,0.20,1.60,2018,April,0.3625
US-2015-125374,02-04-2018,29-03-2015,Standard Class,JD-16060,Julia Dunbar,Houston,Texas,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.77,2.00,0.30,-29.25,2018,April,-0.271428571
CA-2015-161263,03-04-2018,21-04-2015,Standard Class,TS-21160,Theresa Swint,Toledo,Ohio,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.22,3.00,0.20,4.52,2018,April,0.1
CA-2016-157686,04-04-2018,02-10-2016,First Class,BD-11620,Brian DeCherney,San Francisco,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.85,4.00,0.20,12.18,2018,April,0.0625
US-2017-139955,05-04-2018,30-09-2017,Second Class,CM-12160,Charles McCrossin,Brownsville,Texas,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.74,1.00,0.20,-0.35,2018,April,-0.2
US-2015-150161,06-04-2018,29-07-2015,Standard Class,RB-19795,Ross Baird,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.18,4.00,0.70,-18.46,2018,April,-0.733333333
CA-2015-144652,07-04-2018,26-11-2015,Standard Class,SN-20560,Skye Norling,Los Angeles,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,19.46,7.00,0.00,5.06,2018,April,0.26
CA-2016-152814,08-04-2018,02-05-2016,Standard Class,EH-14005,Erica Hernandez,Denver,Colorado,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.47,3.00,0.20,9.95,2018,April,0.3375
CA-2017-106943,09-04-2018,19-11-2017,Standard Class,FO-14305,Frank Olsen,New York City,New York,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2.00,0.20,3.02,2018,April,0.35
CA-2016-134348,10-04-2018,19-11-2016,Standard Class,MS-17710,Maurice Satty,Mesa,Arizona,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5.00,0.70,-4.60,2018,April,-0.733333333
CA-2016-161781,11-04-2018,30-09-2016,First Class,CC-12100,Chad Cunningham,Columbus,Indiana,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7.00,0.00,10.63,2018,April,0.26
CA-2017-132521,12-04-2018,25-09-2017,Second Class,DW-13540,Don Weiss,Seattle,Washington,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2.00,0.00,33.59,2018,April,0.28
CA-2015-110016,13-04-2018,04-12-2015,Standard Class,BT-11395,Bill Tyler,Detroit,Michigan,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4.00,0.00,9.36,2018,April,0.47
US-2016-143819,14-04-2018,05-03-2016,Standard Class,KD-16270,Karen Daniels,Yonkers,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.59,8.00,0.40,-264.92,2018,April,-0.316666667
CA-2016-167584,15-04-2018,12-08-2016,Same Day,LC-16870,Lena Cacioppo,Des Moines,Iowa,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1.00,0.00,3.11,2018,April,0.48
CA-2016-166163,16-04-2018,20-08-2016,Second Class,CY-12745,Craig Yedwab,Oakland,California,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.98,3.00,0.20,7.20,2018,April,0.1
CA-2017-158407,17-04-2018,10-06-2017,Standard Class,LW-16990,Lindsay Williams,Monroe,North Carolina,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.98,2.00,0.20,2.00,2018,April,0.0625
CA-2015-143490,18-04-2018,13-12-2015,Standard Class,NP-18325,Naresj Patel,San Diego,California,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9.00,0.00,33.64,2018,April,0.28
CA-2015-165085,19-04-2018,31-12-2015,Standard Class,BT-11485,Brad Thomas,Clinton,Maryland,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.90,5.00,0.00,14.16,2018,April,0.49
CA-2017-160423,20-04-2018,26-01-2017,Standard Class,PS-19045,Penelope Sewall,Charlotte,North Carolina,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.21,7.00,0.20,30.47,2018,April,0.0875
CA-2014-159338,21-04-2018,28-06-2014,First Class,NS-18640,Noel Staavos,Los Angeles,California,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5.00,0.20,11.20,2018,April,0.025
CA-2016-107216,22-04-2018,17-06-2016,First Class,PV-18985,Paul Van Hugh,San Francisco,California,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4.00,0.00,2.04,2018,April,0.29
US-2017-145863,23-04-2018,27-04-2017,Standard Class,RP-19390,Resi Pölking,Houston,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.69,3.00,0.80,-4.71,2018,April,-1.75
CA-2016-112340,24-04-2018,27-10-2016,Standard Class,NM-18520,Neoma Murray,Riverside,California,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3.00,0.00,11.23,2018,April,0.49
US-2016-110156,25-04-2018,24-11-2016,Standard Class,EH-13945,Eric Hoffmann,Houston,Texas,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.70,6.00,0.20,-16.36,2018,April,-0.1625
CA-2017-140585,26-04-2018,23-12-2017,Second Class,RA-19915,Russell Applegate,Encinitas,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.67,2.00,0.20,16.34,2018,April,0.35
CA-2016-144855,27-04-2018,24-07-2016,Second Class,DL-13495,Dionis Lloyd,San Francisco,California,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.30,2.00,0.00,3.02,2018,April,0.48
CA-2015-142755,28-04-2018,08-09-2015,Standard Class,CS-12355,Christine Sundaresam,Roswell,Georgia,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.90,5.00,0.00,137.15,2018,April,0.49
US-2014-147627,29-04-2018,26-01-2014,Standard Class,HL-15040,Hunter Lopez,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7.00,0.00,181.98,2018,April,0.26
CA-2015-105970,30-04-2018,07-03-2015,Standard Class,PA-19060,Pete Armstrong,Richmond,Indiana,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1.00,0.00,2.64,2018,April,0.26
CA-2016-112102,01-05-2018,16-04-2016,Standard Class,BD-11605,Brian Dahlen,Springfield,Virginia,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4.00,0.00,75.66,2018,May,0.22
US-2016-114776,02-05-2018,07-12-2016,First Class,GG-14650,Greg Guthrie,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3.00,0.00,9.33,2018,May,0.48
